congress,year,chamber,member_id,party_code,party_name,nominate_dim1
93,1973,House,234,100,Democrat,-0.4208
93,1973,House,235,100,Democrat,0.0545
93,1973,House,236,100,Democrat,-0.2022
93,1973,House,237,100,Democrat,-0.6543
93,1973,House,238,100,Democrat,-0.2783
93,1973,House,239,100,Democrat,-0.4225
93,1973,House,240,100,Democrat,-0.1651
93,1973,House,241,100,Democrat,-0.4447
93,1973,House,242,100,Democrat,-0.3295
93,1973,House,243,200,Republican,0.3283
93,1973,House,244,200,Republican,0.3842
93,1973,House,245,200,Republican,0.064
93,1973,House,246,200,Republican,0.1982
93,1973,House,247,200,Republican,0.1764
93,1973,House,248,200,Republican,0.1487
93,1973,House,249,200,Republican,0.5236
93,1973,House,250,200,Republican,0.3128
93,1973,House,251,200,Republican,0.0546
93,1973,House,252,200,Republican,0.3923
93,1973,House,253,200,Republican,0.5789
93,1973,House,254,200,Republican,0.41
93,1973,House,255,200,Republican,0.0145
93,1973,House,256,200,Republican,0.1749
93,1973,House,257,200,Republican,0.4464
93,1973,House,258,200,Republican,0.1403
93,1973,House,259,200,Republican,0.3188
93,1973,House,260,200,Republican,0.3701
93,1973,House,261,200,Republican,0.1063
93,1973,House,262,200,Republican,0.2408
93,1973,House,263,200,Republican,-0.2524
93,1973,House,264,200,Republican,0.0912
93,1973,House,265,200,Republican,0.2109
93,1973,House,266,200,Republican,0.0566
93,1973,House,267,200,Republican,0.503
93,1973,House,268,200,Republican,0.0283
93,1973,House,269,200,Republican,0.1818
93,1973,House,270,200,Republican,0.2703
93,1973,House,271,200,Republican,0.4734
93,1973,House,272,200,Republican,0.0274
93,1973,House,273,200,Republican,0.4303
93,1973,House,274,200,Republican,0.2516
93,1973,House,275,200,Republican,0.0979
93,1973,House,276,200,Republican,0.3216
93,1973,House,277,200,Republican,0.2809
93,1973,House,278,200,Republican,0.157
93,1973,House,279,200,Republican,0.2608
93,1973,House,280,200,Republican,0.1903
93,1973,House,281,200,Republican,0.2676
93,1973,House,282,200,Republican,0.3526
93,1973,House,283,200,Republican,0.4958
93,1973,House,284,200,Republican,0.0581
93,1973,House,285,200,Republican,0.5806
93,1973,House,286,200,Republican,-0.0526
93,1973,House,287,200,Republican,0.2265
93,1973,House,288,200,Republican,0.3412
93,1973,House,289,200,Republican,0.2936
93,1973,House,290,200,Republican,0.1535
93,1973,House,291,200,Republican,0.2177
93,1973,House,292,200,Republican,0.1736
93,1973,House,293,200,Republican,0.1586
93,1973,House,294,200,Republican,0.3817
93,1973,House,295,200,Republican,0.3053
93,1973,House,296,200,Republican,0.1426
93,1973,House,297,200,Republican,0.3894
93,1973,House,298,200,Republican,0.2976
93,1973,House,299,200,Republican,0.376
93,1973,House,300,200,Republican,0.3476
93,1973,House,301,200,Republican,0.1215
93,1973,House,302,200,Republican,0.1632
93,1973,House,303,200,Republican,0.3658
93,1973,House,304,200,Republican,0.3446
93,1973,House,305,200,Republican,0.2468
93,1973,House,306,200,Republican,0.2682
93,1973,House,307,200,Republican,0.448
93,1973,House,308,200,Republican,0.1583
93,1973,House,309,200,Republican,0.3348
93,1973,House,310,200,Republican,0.2187
93,1973,House,311,200,Republican,0.2163
93,1973,House,312,200,Republican,0.4203
93,1973,House,313,200,Republican,0.3779
93,1973,House,314,200,Republican,0.3761
93,1973,House,315,200,Republican,0.4523
93,1973,House,316,200,Republican,0.2533
93,1973,House,317,200,Republican,0.3557
93,1973,House,318,200,Republican,0.2019
93,1973,House,319,200,Republican,0.3002
93,1973,House,320,200,Republican,0.2298
93,1973,House,321,200,Republican,0.265
93,1973,House,322,200,Republican,0.3422
93,1973,House,323,200,Republican,0.1232
93,1973,House,324,200,Republican,0.5743
93,1973,House,325,200,Republican,0.0941
93,1973,House,326,200,Republican,0.0618
93,1973,House,327,200,Republican,0.4295
93,1973,House,328,200,Republican,0.3727
93,1973,House,329,200,Republican,0.3467
93,1973,House,330,200,Republican,0.3474
93,1973,House,331,200,Republican,0.2481
93,1973,House,332,200,Republican,0.1109
93,1973,House,333,200,Republican,0.2617
93,1973,House,334,200,Republican,0.145
93,1973,House,335,200,Republican,0.4011
93,1973,House,336,200,Republican,0.2272
93,1973,House,337,200,Republican,0.122
93,1973,House,338,200,Republican,0.2002
93,1973,House,339,200,Republican,0.314
93,1973,House,340,200,Republican,0.1626
93,1973,House,341,200,Republican,0.1226
93,1973,House,342,200,Republican,0.2878
93,1973,House,343,200,Republican,0.288
93,1973,House,344,200,Republican,0.1714
93,1973,House,345,200,Republican,0.177
93,1973,House,346,200,Republican,0.286
93,1973,House,347,200,Republican,0.0255
93,1973,House,348,200,Republican,0.0318
93,1973,House,349,200,Republican,0.1386
93,1973,House,350,200,Republican,0.2169
93,1973,House,351,200,Republican,0.2982
93,1973,House,352,200,Republican,0.4787
93,1973,House,353,200,Republican,0.3829
93,1973,House,354,200,Republican,0.2252
93,1973,House,355,200,Republican,0.2471
93,1973,House,356,200,Republican,0.0946
93,1973,House,357,200,Republican,0.2471
93,1973,House,358,200,Republican,0.2053
93,1973,House,359,200,Republican,0.3
93,1973,House,360,200,Republican,0.1218
93,1973,House,361,200,Republican,0.3305
93,1973,House,362,200,Republican,0.4876
93,1973,House,363,200,Republican,0.2331
93,1973,House,364,200,Republican,0.3123
93,1973,House,365,200,Republican,0.357
93,1973,House,366,200,Republican,0.1878
93,1973,House,367,200,Republican,0.2847
93,1973,House,368,200,Republican,0.252
93,1973,House,369,200,Republican,0.2651
93,1973,House,370,200,Republican,0.1302
93,1973,House,371,200,Republican,0.2538
93,1973,House,372,200,Republican,0.3272
93,1973,House,373,200,Republican,0.4749
93,1973,House,374,200,Republican,0.3987
93,1973,House,375,200,Republican,0.5837
93,1973,House,376,200,Republican,0.1311
93,1973,House,377,200,Republican,0.3852
93,1973,House,378,200,Republican,0.2784
93,1973,House,379,200,Republican,0.5894
93,1973,House,380,200,Republican,0.1247
93,1973,House,381,200,Republican,0.1198
93,1973,House,382,200,Republican,0.1571
93,1973,House,383,200,Republican,-0.0792
93,1973,House,384,200,Republican,0.1685
93,1973,House,385,200,Republican,0.1323
93,1973,House,386,200,Republican,0.2733
93,1973,House,387,200,Republican,0.303
93,1973,House,388,200,Republican,0.5408
93,1973,House,389,200,Republican,0.3973
93,1973,House,390,200,Republican,0.1606
93,1973,House,391,200,Republican,0.1107
93,1973,House,392,200,Republican,0.3262
93,1973,House,393,200,Republican,0.0454
93,1973,House,394,200,Republican,0.5339
93,1973,House,395,200,Republican,0.4328
93,1973,House,396,200,Republican,0.1773
93,1973,House,397,200,Republican,-0.0155
93,1973,House,398,200,Republican,0.4599
93,1973,House,399,200,Republican,0.2322
93,1973,House,400,200,Republican,0.4419
93,1973,House,401,200,Republican,0.0029
93,1973,House,402,200,Republican,0.1571
93,1973,House,403,200,Republican,0.2508
93,1973,House,404,200,Republican,0.2573
93,1973,House,405,200,Republican,0.1802
93,1973,House,406,200,Republican,0.3465
93,1973,House,407,200,Republican,0.0845
93,1973,House,408,200,Republican,0.2279
93,1973,House,409,200,Republican,0.2686
93,1973,House,410,200,Republican,0.3297
93,1973,House,411,200,Republican,0.3603
93,1973,House,412,200,Republican,0.0757
93,1973,House,413,200,Republican,0.0122
93,1973,House,414,200,Republican,0.448
93,1973,House,415,200,Republican,0.3015
93,1973,House,416,200,Republican,0.134
93,1973,House,417,200,Republican,0.4904
93,1973,House,418,200,Republican,0.2679
93,1973,House,419,200,Republican,0.4328
93,1973,House,420,200,Republican,0.2605
93,1973,House,421,200,Republican,0.5694
93,1973,House,422,200,Republican,0.5221
93,1973,House,423,200,Republican,0.2114
93,1973,House,424,200,Republican,0.4006
93,1973,House,425,200,Republican,0.35
93,1973,House,426,200,Republican,0.4621
93,1973,House,427,200,Republican,0.1004
93,1973,House,428,200,Republican,0.3563
93,1973,House,429,200,Republican,0.4141
93,1973,House,430,200,Republican,-0.0226
93,1973,House,431,200,Republican,0.0666
93,1973,House,432,200,Republican,-0.0661
93,1973,House,433,200,Republican,0.2082
93,1973,House,434,200,Republican,0.3612
94,1975,House,435,100,Democrat,-0.0671
94,1975,House,436,100,Democrat,-0.3028
94,1975,House,437,100,Democrat,-0.0463
94,1975,House,438,100,Democrat,-0.5427
94,1975,House,439,100,Democrat,-0.5961
94,1975,House,440,100,Democrat,-0.3242
94,1975,House,441,100,Democrat,-0.2516
94,1975,House,442,100,Democrat,-0.3204
94,1975,House,443,100,Democrat,-0.6561
94,1975,House,444,100,Democrat,-0.3297
94,1975,House,445,100,Democrat,-0.5302
94,1975,House,446,100,Democrat,-0.2045
94,1975,House,447,100,Democrat,-0.2545
94,1975,House,448,100,Democrat,-0.4701
94,1975,House,449,100,Democrat,-0.3998
94,1975,House,450,100,Democrat,-0.4898
94,1975,House,451,100,Democrat,-0.3253
94,1975,House,452,100,Democrat,-0.1574
94,1975,House,453,100,Democrat,-0.4776
94,1975,House,454,100,Democrat,-0.2318
94,1975,House,455,100,Democrat,-0.4025
94,1975,House,456,100,Democrat,-0.4458
94,1975,House,457,100,Democrat,-0.3327
94,1975,House,458,100,Democrat,-0.4858
94,1975,House,459,100,Democrat,-0.4064
94,1975,House,460,100,Democrat,-0.5126
94,1975,House,461,100,Democrat,0.0092
94,1975,House,462,100,Democrat,-0.3092
94,1975,House,463,100,Democrat,-0.4305
94,1975,House,464,100,Democrat,-0.2797
94,1975,House,465,100,Democrat,-0.3335
94,1975,House,466,100,Democrat,-0.3515
94,1975,House,467,100,Democrat,-0.2137
94,1975,House,468,100,Democrat,-0.19
94,1975,House,469,100,Democrat,-0.4025
94,1975,House,470,100,Democrat,-0.41
94,1975,House,471,100,Democrat,-0.3604
94,1975,House,472,100,Democrat,-0.6948
94,1975,House,473,100,Democrat,-0.565
94,1975,House,474,100,Democrat,-0.0895
94,1975,House,475,100,Democrat,-0.0436
94,1975,House,476,100,Democrat,-0.3561
94,1975,House,477,100,Democrat,-0.2199
94,1975,House,478,100,Democrat,-0.2636
94,1975,House,479,100,Democrat,0.193
94,1975,House,480,100,Democrat,-0.1303
94,1975,House,481,100,Democrat,-0.3361
94,1975,House,482,100,Democrat,-0.4727
94,1975,House,483,100,Democrat,-0.5801
94,1975,House,484,100,Democrat,-0.2814
94,1975,House,485,100,Democrat,-0.4398
94,1975,House,486,100,Democrat,-0.5497
94,1975,House,487,100,Democrat,-0.4217
94,1975,House,488,100,Democrat,-0.4935
94,1975,House,489,100,Democrat,-0.0366
94,1975,House,490,100,Democrat,-0.1695
94,1975,House,491,100,Democrat,-0.3163
94,1975,House,492,100,Democrat,-0.0708
94,1975,House,493,100,Democrat,-0.3022
94,1975,House,494,100,Democrat,-0.4571
94,1975,House,495,100,Democrat,-0.0637
94,1975,House,496,100,Democrat,-0.2261
94,1975,House,497,100,Democrat,-0.4861
94,1975,House,498,100,Democrat,-0.3464
94,1975,House,499,100,Democrat,-0.4595
94,1975,House,500,100,Democrat,-0.5432
94,1975,House,501,100,Democrat,-0.1622
94,1975,House,502,100,Democrat,0.0001
94,1975,House,503,100,Democrat,-0.5458
94,1975,House,504,100,Democrat,-0.2221
94,1975,House,505,100,Democrat,-0.4224
94,1975,House,506,100,Democrat,-0.3954
94,1975,House,507,100,Democrat,-0.4127
94,1975,House,508,100,Democrat,-0.4576
94,1975,House,509,100,Democrat,-0.307
94,1975,House,510,100,Democrat,-0.4521
94,1975,House,511,100,Democrat,-0.2704
94,1975,House,512,100,Democrat,-0.3233
94,1975,House,513,100,Democrat,-0.3544
94,1975,House,514,100,Democrat,-0.4647
94,1975,House,515,100,Democrat,-0.4102
94,1975,House,516,100,Democrat,-0.1904
94,1975,House,517,100,Democrat,-0.2323
94,1975,House,518,100,Democrat,-0.4763
94,1975,House,519,100,Democrat,-0.2986
94,1975,House,520,100,Democrat,-0.191
94,1975,House,521,100,Democrat,-0.5905
94,1975,House,522,100,Democrat,-0.2253
94,1975,House,523,100,Democrat,-0.4243
94,1975,House,524,100,Democrat,-0.2209
94,1975,House,525,100,Democrat,-0.4409
94,1975,House,526,100,Democrat,-0.6128
94,1975,House,527,100,Democrat,-0.5835
94,1975,House,528,100,Democrat,-0.3071
94,1975,House,529,100,Democrat,-0.2721
94,1975,House,530,100,Democrat,-0.4642
94,1975,House,531,100,Democrat,-0.2096
94,1975,House,532,100,Democrat,-0.5892
94,1975,House,533,100,Democrat,-0.3259
94,1975,House,534,100,Democrat,-0.5148
94,1975,House,535,100,Democrat,-0.4226
94,1975,House,536,100,Democrat,-0.3072
94,1975,House,537,100,Democrat,-0.457
94,1975,House,538,100,Democrat,-0.3785
94,1975,House,539,100,Democrat,-0.149
94,1975,House,540,100,Democrat,-0.4102
94,1975,House,541,100,Democrat,-0.1771
94,1975,House,542,100,Democrat,-0.5014
94,1975,House,543,100,Democrat,-0.2276
94,1975,House,544,100,Democrat,-0.0771
94,1975,House,545,100,Democrat,-0.7228
94,1975,House,546,100,Democrat,-0.4465
94,1975,House,547,100,Democrat,-0.2198
94,1975,House,548,100,Democrat,-0.3485
94,1975,House,549,100,Democrat,-0.2538
94,1975,House,550,100,Democrat,-0.4147
94,1975,House,551,100,Democrat,-0.3007
94,1975,House,552,100,Democrat,-0.3407
94,1975,House,553,100,Democrat,-0.1223
94,1975,House,554,100,Democrat,-0.273
94,1975,House,555,100,Democrat,-0.2593
94,1975,House,556,100,Democrat,-0.383
94,1975,House,557,100,Democrat,-0.3955
94,1975,House,558,100,Democrat,-0.3864
94,1975,House,559,100,Democrat,-0.2499
94,1975,House,560,100,Democrat,-0.3845
94,1975,House,561,100,Democrat,-0.2672
94,1975,House,562,100,Democrat,0.0274
94,1975,House,563,100,Democrat,-0.1713
94,1975,House,564,100,Democrat,-0.3688
94,1975,House,565,100,Democrat,-0.1168
94,1975,House,566,100,Democrat,-0.3823
94,1975,House,567,100,Democrat,-0.6513
94,1975,House,568,100,Democrat,-0.4813
94,1975,House,569,100,Democrat,-0.6237
94,1975,House,570,100,Democrat,-0.373
94,1975,House,571,100,Democrat,-0.312
94,1975,House,572,100,Democrat,-0.0384
94,1975,House,573,100,Democrat,-0.2611
94,1975,House,574,100,Democrat,-0.3512
94,1975,House,575,100,Democrat,-0.1781
94,1975,House,576,100,Democrat,-0.6798
94,1975,House,577,100,Democrat,-0.2761
94,1975,House,578,100,Democrat,-0.1878
94,1975,House,579,100,Democrat,-0.559
94,1975,House,580,100,Democrat,-0.1263
94,1975,House,581,100,Democrat,-0.2591
94,1975,House,582,100,Democrat,-0.3835
94,1975,House,583,100,Democrat,-0.2106
94,1975,House,584,100,Democrat,0.0597
94,1975,House,585,100,Democrat,-0.285
94,1975,House,586,100,Democrat,-0.274
94,1975,House,587,100,Democrat,-0.3908
94,1975,House,588,100,Democrat,-0.4552
94,1975,House,589,100,Democrat,-0.178
94,1975,House,590,100,Democrat,-0.4563
94,1975,House,591,100,Democrat,-0.3032
94,1975,House,592,100,Democrat,-0.3938
94,1975,House,593,100,Democrat,-0.236
94,1975,House,594,100,Democrat,-0.2599
94,1975,House,595,100,Democrat,-0.1438
94,1975,House,596,100,Democrat,-0.3992
94,1975,House,597,100,Democrat,-0.3595
94,1975,House,598,100,Democrat,-0.4765
94,1975,House,599,100,Democrat,-0.3883
94,1975,House,600,100,Democrat,-0.2527
94,1975,House,601,100,Democrat,-0.1901
94,1975,House,602,100,Democrat,-0.4672
94,1975,House,603,100,Democrat,-0.1715
94,1975,House,604,100,Democrat,-0.0913
94,1975,House,605,100,Democrat,-0.2468
94,1975,House,606,100,Democrat,-0.0053
94,1975,House,607,100,Democrat,-0.4427
94,1975,House,608,100,Democrat,-0.5204
94,1975,House,609,100,Democrat,-0.6085
94,1975,House,610,100,Democrat,-0.0682
94,1975,House,611,100,Democrat,-0.207
94,1975,House,612,100,Democrat,-0.3242
94,1975,House,613,100,Democrat,-0.2688
94,1975,House,614,100,Democrat,-0.5007
94,1975,House,615,100,Democrat,0.0885
94,1975,House,616,100,Democrat,-0.2937
94,1975,House,617,100,Democrat,-0.2969
94,1975,House,618,100,Democrat,-0.1952
94,1975,House,619,100,Democrat,-0.2356
94,1975,House,620,100,Democrat,-0.2781
94,1975,House,621,100,Democrat,-0.4454
94,1975,House,622,100,Democrat,-0.2372
94,1975,House,623,100,Democrat,-0.0045
94,1975,House,624,100,Democrat,-0.093
94,1975,House,625,100,Democrat,-0.0521
94,1975,House,626,100,Democrat,-0.3994
94,1975,House,627,100,Democrat,-0.4783
94,1975,House,628,100,Democrat,-0.3358
94,1975,House,629,100,Democrat,-0.3058
94,1975,House,630,100,Democrat,-0.1345
94,1975,House,631,100,Democrat,-0.5943
94,1975,House,632,100,Democrat,-0.0626
94,1975,House,633,100,Democrat,-0.3411
94,1975,House,634,100,Democrat,-0.3854
94,1975,House,635,100,Democrat,-0.482
94,1975,House,636,100,Democrat,-0.5881
94,1975,House,637,100,Democrat,-0.1792
94,1975,House,638,100,Democrat,-0.3029
94,1975,House,639,100,Democrat,-0.5278
94,1975,House,640,100,Democrat,-0.5287
94,1975,House,641,100,Democrat,-0.3704
94,1975,House,642,100,Democrat,-0.0396
94,1975,House,643,100,Democrat,-0.3578
94,1975,House,644,100,Democrat,-0.563
94,1975,House,645,100,Democrat,-0.3555
94,1975,House,646,100,Democrat,-0.36
94,1975,House,647,100,Democrat,-0.76
94,1975,House,648,100,Democrat,-0.324
94,1975,House,649,100,Democrat,-0.3531
94,1975,House,650,100,Democrat,-0.2001
94,1975,House,651,100,Democrat,-0.0099
94,1975,House,652,100,Democrat,-0.1291
94,1975,House,653,100,Democrat,-0.3594
94,1975,House,654,100,Democrat,-0.4976
